Date,Time,Open,High,Low,Close,Volume
20010919,0,7398,7400,7395,7400,9425
20010922,0,7402,7750,7400,7750,12248
20010923,0,7600,7750,7600,7750,250
20010924,0,7749,7750,7749,7750,611
20010925,0,7749,7750,7730,7750,10697
20010926,0,7750,7750,7750,7750,1800
20010930,0,7694,7694,7500,7500,3220
20011002,0,7499,7700,7499,7700,20211
20011003,0,7700,7750,7700,7750,13916
20011006,0,7751,7751,7750,7750,833
20011007,0,7748,7748,7748,7748,1441
20011008,0,7745,7745,7500,7500,4447
20011009,0,7365,7365,7152,7153,3561
20011010,0,7155,7162,7155,7162,2543
20011013,0,7171,7171,7171,7171,753
20011014,0,7181,7201,7179,7201,3429
20011016,0,7350,7358,7350,7358,1613
20011017,0,7400,7480,7363,7363,14985
20011020,0,7363,7363,7362,7363,10590
20011021,0,7363,7500,7363,7500,10786
20011022,0,7498,7499,7364,7364,1501
20011023,0,7365,7365,7301,7363,10028
20011024,0,7367,7367,7367,7367,150
20011027,0,7370,7600,7370,7600,3898
20011028,0,7600,7601,7600,7601,4607
20011029,0,7601,7601,7600,7600,1925
20011030,0,7600,7600,7600,7600,3819
20011031,0,7600,7602,7600,7602,4848
20011103,0,7602,7602,7600,7600,4930
20011104,0,7600,7610,7600,7610,2309
20011105,0,7611,7613,7611,7613,2755
20011106,0,7611,7612,7611,7611,3375
20011110,0,7600,7600,7600,7600,286
20011111,0,7590,7601,7590,7600,12400
20011112,0,7600,7600,7600,7600,562
20011113,0,7600,7601,7600,7600,4000
20011114,0,7600,7601,7600,7600,3112
20011117,0,7601,7601,7601,7601,2512
20011118,0,7600,7600,7600,7600,95
20011119,0,7600,7600,7600,7600,2046
20011120,0,7600,7602,7600,7600,3076
20011121,0,7600,7610,7600,7600,1917
20011124,0,7600,7700,7600,7700,2091
20011125,0,7700,7700,7700,7700,13000
20011126,0,7698,7710,7698,7707,10237
20011127,0,7750,7750,7750,7750,4289
20011128,0,7800,7800,7800,7800,2418
20011201,0,7800,7800,7800,7800,2554
20011202,0,7801,7900,7800,7900,8084
20011205,0,7918,7921,7916,7921,2180
20011208,0,7932,7932,7912,7927,3612
20011209,0,7929,7962,7929,7962,2822
20011210,0,8100,8170,8001,8170,7828
20011211,0,8250,8250,8179,8250,5525
20011212,0,8302,8302,8250,8250,4800
20011215,0,8250,8250,8250,8250,1483
20011217,0,8251,8253,8251,8253,4750
20011218,0,8255,8255,8250,8251,7262
20011219,0,8251,8251,8250,8250,1274
20011222,0,8240,8240,8240,8240,450
20011223,0,8240,8240,8200,8200,2450
20011224,0,8199,8199,8194,8194,5408
20011225,0,8001,8001,8001,8001,745
20011226,0,8000,8002,7997,8000,18357
20011229,0,8001,8001,8001,8001,8704
20011230,0,8005,8005,8005,8005,1005
20011231,0,8022,8099,8022,8099,7968
20020101,0,8098,8100,8030,8030,7342
20020102,0,8000,8000,7986,8000,13500
20020105,0,7999,8000,7999,8000,3085
20020106,0,8187,8250,8001,8001,581626
20020107,0,8000,8010,8000,8010,5281
20020108,0,8000,8011,8000,8000,1195
20020113,0,8000,8000,8000,8000,1000
20020114,0,7989,7989,7980,7980,8052
20020122,0,7581,7581,7581,7581,3095
20020123,0,7580,7580,7550,7550,5390
20020127,0,7498,7498,7449,7449,6209
20020128,0,7440,7440,7440,7440,2300
20020129,0,7398,7417,7301,7301,2375
20020130,0,7249,7250,7000,7010,8400
20020202,0,6850,6950,6850,6851,3127
20020203,0,6801,6897,6800,6897,13618
20020204,0,6900,6900,6897,6897,1973
20020205,0,7000,7000,6900,6908,5011
20020206,0,6930,6952,6930,6952,2091
20020209,0,7099,7100,7099,7100,3788
20020210,0,7101,7103,7101,7103,4855
20020212,0,7105,7105,7104,7104,1669
20020213,0,7104,7104,7104,7104,1250
20020216,0,7104,7106,7104,7106,859
20020218,0,7130,7151,7115,7151,6724
20020219,0,7151,7151,7150,7150,1243
20020220,0,7151,7153,7151,7151,3649
20020224,0,7151,7151,7151,7151,2395
20020225,0,7151,7152,7151,7152,1873
20020226,0,7151,7170,7151,7170,9378
20020227,0,7170,7170,7168,7168,3556
20020302,0,7170,7170,7167,7167,4255
20020304,0,7167,7167,7167,7167,138
20020305,0,7110,7162,7100,7100,2500
20020309,0,7000,7002,7000,7002,6155
20020310,0,7001,7001,7000,7000,7073
20020311,0,7001,7001,7001,7001,1965
20020312,0,7001,7001,7000,7000,2593
20020313,0,7000,7000,7000,7000,600
20020316,0,7000,7000,7000,7000,3105
20020319,0,7018,7018,7000,7002,2127
20020403,0,7026,7026,7025,7025,1048
20020406,0,7063,7063,7063,7063,120
20020408,0,7282,7285,7282,7285,3331
20020409,0,7295,7295,7295,7295,1660
20020410,0,7325,7659,7325,7659,5629
20020413,0,7659,7660,7659,7660,2024
20020414,0,7666,7668,7666,7668,841
20020415,0,7668,7672,7668,7672,470
20020416,0,7673,7675,7673,7675,1462
20020417,0,7677,7679,7676,7679,1766
20020420,0,7682,7683,7677,7678,3348
20020421,0,7677,7678,7677,7678,1705
20020422,0,7678,7678,7677,7678,5095
20020423,0,7678,7679,7678,7679,3070
20020424,0,7695,7696,7683,7695,2139
20020427,0,7711,7711,7695,7695,8279
20020428,0,7695,7697,7695,7697,6286
20020429,0,7703,7705,7703,7705,6045
20020430,0,7700,7710,7697,7710,7196
20020501,0,7712,7712,7710,7710,8917
20020504,0,7710,7710,7699,7699,3633
20020505,0,7699,7699,7697,7697,4966
20020507,0,7685,7685,7600,7600,2369
20020508,0,7599,7600,7598,7599,11430
20020512,0,7595,7599,7595,7598,9410
20020514,0,7590,7590,7500,7500,8000
20020515,0,7498,7498,7498,7498,2061
20020518,0,7490,7490,7420,7420,9982
20020519,0,7420,7420,7350,7350,3386
20020520,0,7350,7350,7350,7350,50
20020521,0,7348,7348,7300,7300,3596
20020522,0,7297,7300,7200,7200,6406
20020525,0,7201,7201,7200,7200,8943
20020526,0,7200,7201,7199,7200,16192
20020527,0,7118,7204,7117,7204,28986
20020528,0,7289,7300,7250,7300,23724
20020529,0,7303,7304,7300,7300,17500
20020601,0,7306,7370,7300,7370,103216
20020602,0,7370,7375,7370,7375,105930
20020603,0,7400,7400,4200,7400,544926
20020608,0,7400,7400,7400,7400,8479
20020609,0,7400,7401,7400,7400,51834
20020610,0,7400,7400,7400,7400,7606
20020611,0,7398,7400,7398,7399,1647
20020612,0,7398,7398,7395,7398,3399
20020615,0,7398,7398,7398,7398,1319
20020616,0,7400,7400,7398,7398,8393
20020617,0,7398,7398,7398,7398,2049
20020618,0,7400,7400,7399,7400,9376
20020619,0,7400,7400,7350,7350,105548
20020622,0,7300,7350,7300,7350,1056
20020623,0,7400,7400,7229,7229,261118
20020624,0,7235,7280,7230,7280,16495
20020625,0,7279,7300,7279,7300,254648
20020626,0,7300,7302,7300,7300,66814
20020629,0,7299,7300,7295,7295,8085
20020630,0,7290,7295,7288,7288,10526
20020701,0,7285,7288,7240,7240,2124
20020702,0,7240,7300,7240,7252,37339
20020716,0,5800,5800,5800,5800,5000
20020717,0,6090,6090,6090,6090,2000
20020721,0,6101,6101,6101,6101,297
20020722,0,6205,6205,6205,6205,700
20020723,0,6274,6300,6274,6300,9670
20020724,0,6300,6300,6300,6300,7139
20020728,0,6200,6200,6200,6200,4450
20020729,0,6149,6150,6139,6139,1843
20020730,0,6139,6139,6137,6137,2283
20020731,0,5840,6130,5840,5840,3260
20020803,0,5839,5840,5839,5840,5000
20020804,0,5840,5840,5840,5840,14985
20020805,0,5839,5840,5839,5840,2320
20020806,0,5840,5840,5840,5840,10298
20020807,0,5840,5840,5840,5840,1761313
20020810,0,5840,5850,5840,5850,2453
20020811,0,5840,5843,5840,5843,2973
20020813,0,5845,5850,5845,5850,1500
20020814,0,5850,5851,5850,5851,57507
20020817,0,5851,5851,5851,5851,10991
20020818,0,5850,5851,5850,5851,16158
20020820,0,5849,5849,5845,5849,4678
20020821,0,5849,5849,5849,5849,6086
20020827,0,5834,5849,5834,5849,10850
20020828,0,5840,5848,5838,5848,10899
20020901,0,5830,5830,5830,5830,5510
20020902,0,5800,5830,5750,5750,5164
20020903,0,5749,5750,5749,5750,578
20020909,0,5736,5736,5728,5728,1353
20020910,0,5720,5720,5720,5720,878
20020911,0,5600,5600,5600,5600,6478
20020914,0,5601,5601,5600,5600,3041
20020915,0,5600,5601,5600,5601,3162
20020916,0,5610,5620,5610,5620,31650
20020917,0,5630,5650,5630,5650,40140
20020918,0,5680,5680,5670,5678,141073
20020922,0,5670,5680,5651,5651,205598
20020923,0,5680,5680,5655,5680,371393
20020924,0,5690,5900,5690,5900,7500
20020925,0,6150,6150,6150,6150,2000
20020928,0,6300,6300,6300,6300,2000
20020929,0,6301,6461,6301,6450,22727
20020930,0,6500,6700,6500,6700,111500
20021001,0,6785,6855,6750,6850,66544
20021002,0,6999,7031,6999,7031,3122
20021006,0,7079,7119,7047,7112,300629
20021007,0,7117,7127,7117,7127,42328
20021008,0,7190,7260,7190,7252,379797
20021009,0,7253,7280,7253,7280,15297
20021012,0,7328,7400,7328,7400,26806
20021013,0,7410,7550,7401,7550,22868
20021014,0,7503,7510,7497,7500,142162
20021015,0,7400,7500,7400,7500,42859
20021016,0,7400,7480,7400,7480,6300
20021019,0,7438,7438,7438,7438,1692
20021020,0,7300,7300,7260,7260,3794
20021021,0,7103,7103,6999,6999,9714
20021023,0,6994,6995,6900,6979,10704
20021026,0,6900,6900,6850,6850,5504
20021028,0,6844,6845,6843,6845,11545
20021029,0,6845,6845,6810,6819,126087
20021030,0,6815,6830,6815,6830,11480
20021102,0,6830,6830,6825,6825,3340
20021103,0,6830,6830,6825,6830,7956
20021104,0,6830,6900,6800,6900,9811
20021105,0,6900,6900,6899,6900,2769
20021106,0,6900,6922,6900,6922,1444
20021109,0,6924,6932,6920,6932,5000
20021110,0,6920,6940,6900,6940,12032
20021111,0,6940,6950,6940,6950,5402
20021112,0,6955,7000,6955,7000,3713
20021113,0,7010,7011,7009,7011,10000
20021116,0,7125,7126,7125,7125,3265
20021117,0,7130,7138,7130,7137,3154
20021118,0,7145,7149,7145,7149,2046
20021119,0,7150,7166,7150,7166,4842
20021120,0,7200,7200,7171,7200,3539
20021123,0,7211,7218,7211,7211,9425
20021124,0,7214,7214,7214,7214,6000
20021125,0,7219,7251,7219,7251,1208
20021126,0,7250,7400,7250,7400,16294
20021130,0,7400,7400,7400,7400,2920
20021201,0,7400,7400,7398,7398,4600
20021202,0,7265,7265,7200,7200,51000
20021203,0,7188,7189,7188,7188,275
20021204,0,7168,7168,7155,7160,376299
20021207,0,7160,7160,7160,7160,255152
20021208,0,7160,7180,7160,7180,632138
20021209,0,7180,7300,7180,7300,557757
20021210,0,7320,7665,7320,7665,14170
20021211,0,7700,7921,7685,7921,19290
20021214,0,8014,8050,7990,8050,8100
20021215,0,8060,8170,8050,8170,14497
20021216,0,8190,8200,8186,8199,324396
20021217,0,8198,8198,8140,8160,19473
20021218,0,8150,8171,8150,8160,29615
20021221,0,8160,8161,8160,8161,5078
20021222,0,8196,8569,8160,8161,51534
20021223,0,8155,8161,8155,8161,29886
20021224,0,8161,8170,8161,8170,784
20021225,0,8170,8170,8050,8050,381408
20021228,0,8062,8160,8062,8160,13869
20021229,0,8200,8568,8200,8568,21328
20021231,0,8568,9001,8568,8569,5034404
20030125,0,8395,8395,8300,8395,1267
20030126,0,8300,8300,8200,8200,17603
20030128,0,8186,8201,8180,8200,20565
20030129,0,8197,8200,8189,8190,8343
20030201,0,8199,8200,8150,8150,35000
20030202,0,8150,8198,8150,8150,13893
20030203,0,8150,8150,8150,8150,1860
20030204,0,8151,8151,8150,8150,3804
20030205,0,8150,8150,8150,8150,5000
20030209,0,8149,8150,8148,8149,6796
20030210,0,8100,8149,8100,8148,1685
20030215,0,8147,8147,8147,8147,256
20030216,0,8130,8130,8000,8000,17400
20030217,0,7999,8000,7999,7999,1949
20030218,0,7999,8000,7999,8000,7445
20030219,0,8000,8000,8000,8000,161
20030222,0,8002,8002,8000,8000,2223
20030224,0,8000,8002,8000,8000,3576
20030226,0,8000,8002,8000,8002,5730
20030301,0,8002,8002,8000,8000,10971
20030302,0,8000,8000,8000,8000,834
20030303,0,8001,8001,8000,8001,534
20030304,0,8000,8000,8000,8000,1884
20030305,0,8000,8001,8000,8001,3548
20030504,0,4002,4002,4001,4001,4591
20030506,0,4201,4201,4201,4201,8049
20030507,0,4226,4226,4226,4226,450
20030510,0,4232,4290,4232,4290,1336
20030511,0,4368,4394,4368,4394,4179
20030512,0,4457,4465,4415,4465,2509
20030513,0,4481,4688,4481,4688,3345
20030514,0,4695,4750,4695,4750,1799
20030517,0,4865,4987,4865,4987,1060
20030520,0,5236,5236,5236,5236,1134
20030521,0,5497,5497,5497,5497,10354
20030610,0,5497,5497,5497,5497,1464
20030611,0,5495,5497,5300,5490,11029
20030614,0,5489,5489,5486,5489,19009
20030615,0,5464,5464,5448,5448,2040
20030616,0,5432,5434,5430,5434,2761
20030617,0,5199,5400,5196,5196,14181
20030618,0,5182,5410,4980,5200,31568
20030622,0,5192,5192,5169,5169,2079
20030623,0,5138,5138,5133,5133,425
20030624,0,5118,5118,4999,4999,666
20030625,0,4985,4985,4859,4859,149
20030818,0,4041,4041,4041,4041,575
20030819,0,4041,4041,4041,4041,4096
20030820,0,4041,4100,4041,4048,18847
20030823,0,4100,4100,4042,4099,9133
20030824,0,4099,4101,4099,4100,16920
20030825,0,4101,4102,4100,4101,8712
20030826,0,4097,4101,4097,4101,2909
20030827,0,4096,4101,4090,4101,800
20030830,0,4090,4101,4090,4101,600
20030902,0,4077,4101,4077,4101,2010
20030903,0,4078,4080,4078,4079,32440
20030906,0,4075,4100,4075,4088,50010
20030908,0,4079,4088,4000,4088,3500
20030913,0,3990,4080,3990,4061,100010
20030915,0,4060,4061,4058,4061,668
20030917,0,3998,4058,3998,4058,1685
20030920,0,3980,4000,3979,3998,51058
20030921,0,3997,3997,3996,3996,1000
20030923,0,3996,3997,3995,3996,1879
20030929,0,3960,3993,3960,3993,2481
20031004,0,3879,3963,3879,3963,11010
20031005,0,3869,3961,3869,3961,530
20031006,0,3799,3922,3764,3922,8941
20031007,0,3760,3920,3760,3920,274
20031008,0,3724,3920,3724,3920,244
20031013,0,3724,3888,3724,3888,6710
20031014,0,3724,3724,3724,3724,43500
20031015,0,3538,3716,3538,3716,1719
20031018,0,3546,3652,3545,3652,15585
20031019,0,3600,3602,3551,3602,27705
20031020,0,3601,3700,3601,3651,59805
20031021,0,3700,3724,3695,3695,26347
20031022,0,3806,3876,3728,3728,8962
20031025,0,3876,3876,3736,3736,2302
20031026,0,3810,3810,3747,3747,6692
20031027,0,3805,3810,3747,3754,13781
20031028,0,3754,3876,3754,3754,20838
20031029,0,3876,3941,3771,3781,12126
20031101,0,3970,3970,3799,3799,4192
20031102,0,3825,3830,3806,3806,11894
20031103,0,3842,3849,3806,3806,574
20031104,0,3875,3876,3808,3808,1810
20031105,0,3879,3879,3810,3810,1500
20031108,0,3905,3905,3814,3814,2084
20031109,0,3940,3940,3819,3819,1770
20031112,0,4009,4009,3874,3874,12304
20031115,0,4067,4067,3908,3908,7602
20031117,0,4103,4103,3919,3919,2410
20031118,0,4114,4114,3926,3926,1734
20031122,0,4122,4122,4006,4006,17302
20031123,0,4206,4206,4073,4073,14152
20031124,0,4276,4276,4094,4094,4492
20031125,0,4298,4298,4294,4294,41327
20031129,0,4508,4508,4309,4309,3027
20031130,0,4524,4524,4524,4524,703421
20031201,0,4600,4601,4551,4563,22397
20031202,0,4601,4643,4584,4584,13120
20031203,0,4780,4813,4675,4675,21836
20031206,0,4908,4908,4896,4896,40010
20031207,0,5140,5140,5000,5100,61488
20031208,0,5355,5355,5185,5185,14174
20031209,0,5252,5253,5180,5197,11557
20031210,0,5252,5350,5234,5234,14859
20031213,0,5280,5349,5249,5249,11965
20031214,0,5290,5291,5259,5259,14714
20031215,0,5280,5398,5280,5284,17513
20031216,0,5278,5281,5277,5281,19784
20031221,0,5280,5286,5279,5280,29424
20031222,0,5305,5308,5284,5284,7845
20031223,0,5312,5312,5287,5289,24662
20031224,0,5300,5301,5290,5291,13653
20031227,0,5301,5301,5291,5291,6674
20031228,0,5286,5290,5286,5290,2282
20031229,0,5280,5290,5280,5288,12234
20031230,0,5284,5288,5284,5287,14268
20031231,0,5300,5301,5290,5290,11993
20040103,0,5291,5291,5290,5290,4523
20040104,0,5300,5301,5292,5292,12328
20040105,0,5200,5284,5200,5284,3246
20040106,0,5284,5350,5284,5287,22043
20040107,0,5285,5287,5280,5286,17373
20040110,0,5276,5276,5100,5274,2688
20040111,0,5196,5261,5174,5261,6342
20040112,0,5174,5245,5100,5245,5792
20040113,0,5098,5157,5085,5157,22958
20040114,0,5075,5145,5075,5145,5710
20040117,0,5062,5144,5062,5144,30
20040118,0,4887,5036,4887,5036,17530
20040119,0,4785,5022,4785,5022,2217
20040120,0,4785,4785,4785,4785,62400
20040121,0,4780,4785,4780,4784,9689
20040125,0,4785,4803,4785,4785,4594
20040126,0,4906,4951,4808,4808,7464
20040127,0,5000,5025,4915,4915,21542
20040218,0,4915,4915,4913,4913,1330
20040221,0,4909,4912,4909,4912,4210
20040222,0,4904,4911,4904,4911,5144
20040223,0,4899,4910,4875,4910,306
20040224,0,4868,4909,4867,4909,293
20040225,0,4864,4908,4864,4908,600
20040229,0,4700,4898,4700,4898,2056
20040303,0,4700,4884,4695,4884,2915
20040306,0,4691,4874,4691,4874,2010
20040307,0,4697,5117,4692,4872,63065
20040308,0,5115,5115,4657,4940,28947
20040309,0,4937,4939,4937,4939,1641
20040310,0,4930,5100,4929,4942,13236
20040313,0,4898,4942,4898,4935,8696
20040314,0,4935,4935,4900,4934,6975
20040315,0,4800,4932,4800,4932,610
20040316,0,4796,4923,4796,4923,2700
20040317,0,4684,4911,4680,4911,3270
20040329,0,4790,4909,4790,4909,631
20040403,0,4795,4908,4795,4908,152
20040404,0,4788,4906,4788,4906,562
20040405,0,4670,4883,4670,4883,5371
20040406,0,4670,4876,4670,4876,2049
20040407,0,4669,4874,4669,4874,286
20040410,0,4631,4873,4631,4873,20
20040413,0,4630,4849,4630,4849,5368
20040417,0,4607,4849,4607,4849,20
20040421,0,4607,4844,4607,4844,1055
20040424,0,4602,4844,4602,4844,225
20040426,0,4602,4839,4602,4839,1088
20040427,0,4598,4825,4598,4825,3248
20040501,0,4584,4819,4584,4819,1309
20040502,0,4579,4819,4579,4819,60
20040505,0,4579,4817,4579,4817,424
20040517,0,4577,4677,4577,4677,32538
20040519,0,4444,4444,4444,4444,63496
20040522,0,4400,4444,4400,4440,30756
20040523,0,4441,4441,4440,4440,4246
20040524,0,4300,4437,4300,4437,828
20040525,0,4429,4435,4429,4435,8295
20040526,0,4429,4431,4300,4431,3943
20040529,0,4250,4410,4249,4410,6428
20040530,0,4247,4385,4240,4385,8494
20040531,0,4230,4362,4168,4362,6720
20040601,0,4144,4427,4144,4280,53356
20040602,0,4450,4450,4325,4325,15004
20040605,0,4456,4495,4346,4346,8857
20040606,0,4401,4563,4365,4365,5179
20040607,0,4579,4583,4403,4403,10024
20040608,0,4607,4607,4417,4417,4040
20040609,0,4637,4637,4426,4426,2380
20040612,0,4647,4647,4433,4433,1896
20040613,0,4654,4654,4447,4447,3572
20040614,0,4669,4669,4448,4448,310
20040615,0,4670,4670,4524,4524,19290
20040616,0,4750,4750,4565,4565,10292
20040619,0,4793,4793,4585,4585,4960
20040620,0,4814,4814,4715,4715,32010
20040621,0,4950,4950,4816,4816,24224
20040622,0,5056,5056,4841,4841,5997
20040623,0,4951,4957,4793,4843,5971
20040626,0,4842,5000,4842,4931,36010
20040627,0,4794,4923,4793,4923,3186
20040628,0,4923,4923,4920,4922,4696
20040629,0,4920,4922,4920,4921,5101
20040630,0,4914,4922,4909,4919,10380
20040703,0,4925,4925,4920,4920,22239
20040704,0,4775,4925,4775,4907,13643
20040705,0,4669,4847,4667,4847,14027
20040706,0,4665,4847,4605,4839,2444
20040707,0,4800,4838,4800,4829,23086
20040710,0,4838,4838,4829,4829,5652
20040825,0,4500,4500,4500,4500,8058
20040829,0,4491,4499,4491,4499,216
20040831,0,4275,4495,4275,4495,1010
20040906,0,4271,4493,4271,4493,410
20040907,0,4269,4490,4269,4490,706
20040908,0,4269,4484,4269,4484,1405
20040911,0,4260,4470,4260,4470,3399
20040915,0,4247,4458,4247,4458,3010
20040918,0,4236,4334,4236,4334,31282
20040919,0,4247,4326,4246,4326,4704
20040920,0,4246,4286,4150,4286,26507
20040921,0,4286,4286,4270,4284,5852
20040922,0,4270,4279,4250,4279,14640
20040925,0,4279,4280,4279,4279,9217
20040926,0,4279,4279,4279,4279,15804
20040927,0,4279,4279,4279,4279,20
20040928,0,4283,4291,4279,4279,4144
20040929,0,4290,4293,4279,4279,2110
20041004,0,4290,4291,4279,4279,10622
20041005,0,4289,4300,4279,4279,2590
20041006,0,4279,4279,4279,4279,62
20041009,0,4279,4279,4279,4279,4980
20041010,0,4279,4400,4279,4293,8890
20041011,0,4400,4400,4296,4296,3210
20041012,0,4301,4301,4296,4296,6686
20041013,0,4294,4295,4294,4295,6935
20041017,0,4100,4292,4100,4292,856
20041019,0,4100,4400,4100,4239,23160
20041020,0,4239,4398,4200,4240,3592
20041023,0,4240,4240,4240,4240,100
20041024,0,4240,4240,4240,4240,200
20041026,0,4237,4239,4237,4239,1810
20041027,0,4235,4235,4100,4222,9040
20041030,0,4221,4222,4220,4221,5010
20041031,0,4220,4220,4220,4220,1000
20041101,0,4100,4219,4100,4207,24040
20041102,0,4219,4400,4219,4219,3627
20041103,0,4218,4399,4218,4234,8870
20041106,0,4050,4226,4050,4226,2200
20041107,0,4300,4400,4226,4235,684751
20041108,0,4228,4234,4227,4234,4796
20041109,0,4227,4230,4227,4230,26742
20041110,0,4245,4245,4230,4230,1583
20041113,0,4260,4260,4236,4236,19697
20041115,0,4399,4399,4237,4237,462
20041116,0,4237,4237,4237,4237,920
20041117,0,4236,4237,4236,4236,9281
20041120,0,4250,4260,4242,4242,20010
20041121,0,4242,4242,4242,4242,1354
20041122,0,4051,4241,4051,4241,224
20041123,0,4230,4240,4230,4240,13798
20041124,0,4150,4235,4150,4235,2544
20041127,0,4230,4234,4230,4234,1010
20041128,0,4229,4240,4229,4233,4642
20041129,0,4395,4444,4350,4350,39510
20041130,0,4444,4510,4444,4499,67533
20041201,0,4500,4501,4499,4499,2604
20041204,0,4503,4506,4500,4500,23212
20041206,0,4505,4505,4500,4500,10010
20050615,0,4500,4500,4499,4499,381458
20050618,0,4275,4494,4275,4494,1020
20050619,0,4270,4494,4270,4494,470
20050621,0,4270,4494,4270,4494,45
20050622,0,4270,4477,4270,4477,4135
20050702,0,4254,4475,4254,4475,510
20050703,0,4252,4475,4252,4475,110
20050705,0,4252,4475,4252,4475,20
20070102,0,4198,4198,4198,4198,5000
20070110,0,4115,4194,4115,4194,2680
20070114,0,4111,4194,4111,4194,50
20070127,0,4111,4190,4111,4190,3010
20070131,0,4107,4190,4107,4190,60
20070203,0,4107,4187,4107,4187,2010
20070523,0,3995,4104,3011,3999,145910
20070528,0,3920,3998,3920,3998,1047
20070603,0,3919,3997,3919,3997,510
20070612,0,3918,3996,3918,3996,1060
20070613,0,3917,3995,3917,3995,510
20070620,0,3916,3994,3916,3994,1010
20070625,0,3915,3994,3915,3994,147
20070711,0,3897,3898,3897,3897,2010
20070714,0,3820,3896,3820,3896,1050
20070911,0,3819,3894,3819,3894,1310
20070929,0,3817,3817,3817,3817,200761
20071001,0,3741,3813,3741,3813,2750
20071016,0,3737,3813,3737,3813,276
20071017,0,3737,3737,3737,3737,1000
20071020,0,3663,3663,3663,3663,2000
20071021,0,3590,3660,3590,3660,2010
20071027,0,3587,3657,3587,3657,2010
20071029,0,3584,3650,3584,3650,5010
20071107,0,3577,3642,3577,3642,6400
20071113,0,3570,3641,3570,3641,1010
20071125,0,3569,3641,3569,3641,288
20071218,0,3569,3569,3569,3569,100
20071223,0,3498,3498,3498,3498,250
20080116,0,3429,3429,3429,3429,100
20080120,0,3361,3361,3361,3361,100
20080121,0,3294,3349,3294,3349,10010
20080122,0,3283,3339,3283,3339,8102
20080128,0,3273,3338,3273,3338,1225
20080206,0,3272,3337,3272,3337,663
20080421,0,3222,3222,3222,3222,122
20080505,0,3158,3158,3158,3158,71567
20080521,0,3064,3158,3064,3158,118
20080526,0,3064,3155,3064,3155,2010
20080609,0,3061,3061,3061,3061,120
