Date,Time,Open,High,Low,Close,Volume,SMA20,SMA50,SMA100,SMA200,"EMA20,ffd=True","EMA50,ffd=True","EMA100,ffd=True","EMA200,ffd=True","ADX14,ffd=True","BBP13,method=EMA,ffd=True","RSI14,method=RMA,ffd=True",Stoch5-3-3_line,Stoch5-3-3_signal,Stoch14-3-3_line,Stoch14-3-3_signal,Stoch21-5-5_line,Stoch21-5-5_signal,"StochRSI13-8-5-5_line,rsi-method=[rma,True]","StochRSI13-8-5-5_signal,rsi-method=[rma,True]","StochRSI21-13-8-8_line,rsi-method=[sma,True]","StochRSI21-13-8-8_signal,rsi-method=[sma,True]","CCI14,method=SMA","CCI20,method=SMA","CCI30,method=SMA","MACD6-13-5_line,method=[EMA,True],SMA","MACD6-13-5_signal,method=[EMA,True],SMA","MACD12-26-9_line,method=[EMA,True],SMA","MACD12-26-9_signal,method=[EMA,True],SMA","MACD24-52-18_line,method=[EMA,True],SMA","MACD24-52-18_signal,method=[EMA,True],SMA"
20211109,0,54970,56700,54970,56000,2087708,55196.5,57289.8,,,55623.90919700826,52970.29338183823,,,19.270723262454883,554.475034041825,51.957464703540744,39.73953601605596,52.87644812423479,48.18884818884819,57.365822583213884,47.47252630629388,42.60003289944972,77.262162227924,78.84289275593771,40.27875805843337,28.411540703759286,45.89282019449605,33.774463417275285,-19.251827141001804,90.60689322642429,124.13574788469414,135.62739244531986,7.952541031580444,2683.7753973345243,
20211110,0,55740,58460,55630,58460,3824571,55245.0,57408.4,,,55894.01308300747,53185.575994315164,,,18.178786084893503,2145.2643148929783,57.58753063738941,50.13048435078469,46.83284741891365,59.216018773886134,53.68250686846266,52.946955841024916,46.154248188257725,77.262162227924,79.62432680122365,49.25110330008302,32.24709051853778,118.4008825920338,125.12439212151902,44.39780849252172,479.3245690218537,219.85373120986915,357.9552446302332,54.90560529695358,2706.496187603145,
20211113,0,58850,61790,58800,59800,12989111,55379.0,57512.6,,,56266.01183700676,53444.96517100869,,,18.36296065677497,7551.655127051112,60.31563731005009,63.43879378350522,51.10293805011529,72.78348970332026,60.062785555351525,57.3567675454615,49.40851627021435,77.262162227924,78.91043207820897,60.807856600836516,37.40932865850465,197.78872468527615,237.84156799380577,140.16825894766833,889.1792860793939,339.7686707473287,634.9590576568153,135.4729469449772,2775.0739251387567,
20211114,0,60530,60890,57460,57460,9353115,55512.0,57566.6,,,56379.72499538707,53602.41751724365,,,17.926938109540412,5042.847251758096,53.80683637449781,66.35659048639063,59.975289540226846,73.0844952190497,68.3613345654187,60.5708339866167,52.951828796180905,75.09134426655876,77.91650820590948,63.45781381984716,42.26672332964463,110.90146750524144,135.05196021586946,81.04022525478197,769.5319991317883,450.46072880098365,658.082169769863,237.20360363659952,2728.5089367830733,3436.011352110317
20211115,0,57890,58490,55620,57170,2693731,55665.5,57556.2,,,56454.98928154068,53742.322712645866,,,16.766227095142266,655.29764436408,53.042886191618294,50.85357089587655,60.2163183885908,62.71301976823449,69.52700156353481,65.17044683686012,56.70350610325143,74.85206653556921,76.34597949718,63.56936408165241,46.70946604956279,41.18369955267175,60.35786105362067,27.459416000958235,623.4405173625637,570.4166529644048,645.5651531089243,327.23337431746285,2666.7921314333653,3312.365760052344
20211116,0,56680,59310,55750,58430,4445034,55789.5,57604.8,,,56643.08554044156,53926.15319450289,,,15.992390871503643,1118.8265523120645,55.96806603819159,41.066079999370594,52.758747127212594,58.04362644853442,64.61371381193953,69.15090529876522,61.03918190174569,74.98779210370154,75.8911054723355,65.68778231880447,51.20772425345129,62.96279566978313,82.50879735044504,58.0451167081515,688.5502012849756,690.0053145761151,728.9143263448495,404.6766414778653,2657.3574286402145,3205.6779879166706
20211117,0,59290,61280,58630,61280,10764592,56193.0,57741.4,,,57084.69644135189,54214.53934373807,,,15.950458389073411,4737.565616267471,61.76932371429937,56.511737334657816,49.47712940996832,71.06339468302657,63.94001363326515,71.18677042801558,64.68714481914382,74.98779210370154,75.43623144749101,73.61419769242912,56.393989143738025,146.61524007318354,161.79960657402054,149.57182759370423,1107.4520403686984,815.630808845484,1013.2600965285965,495.6623100846369,2761.4356655527154,3115.217005275052
20211120,0,60930,62500,59030,60230,5326486,56555.0,57848.0,,,57384.24916122313,54450.439761630696,,,16.291800509103727,5602.199099657824,58.7008130684091,68.09432048044427,55.22404593815756,79.5965970122485,69.56787271460315,70.92733755129355,67.40125882031023,69.62000032300325,73.90779906650685,80.89861056162601,62.19568580421401,131.26755200152314,151.36478745572936,142.18581540336547,1168.7204299967416,871.5390376289536,1140.7303142335004,601.716658498285,2800.860593278114,3033.4539523662497
20211121,0,59200,62800,59200,62800,4927662,56922.0,57961.0,,,57900.03495539236,54777.87349646871,,,16.70158084347425,4690.456371135268,63.4825311054094,86.24667056148154,70.28424279219455,91.0485397525348,80.56951048260329,79.35146206491221,71.15738443596933,78.31302900384023,74.55213601396315,84.67346705285428,67.74502442851661,145.37160260866733,160.99686133235454,164.91933695121747,1525.671671401804,1022.7669720829566,1432.6146122731298,749.7453741101368,2935.92625203191,2972.34058617393
20211122,0,62820,64380,62010,62940,5550589,57222.0,58030.8,,,58380.03162630738,55097.95688876405,,,17.555865669932235,7856.105460973078,63.728898258572116,83.43994493698743,79.26031199297108,88.22404341874271,86.289726727842,86.01157549359777,75.32561016731685,88.46424378791646,77.27457146443261,84.67346705285428,72.17281989761302,159.3432039856854,173.58305790182408,203.56004250797025,1701.9409346538014,1238.4670555412042,1656.1408900845418,918.6913182922726,3052.551393699883,2932.5805804720785
20211123,0,62360,63480,62130,63390,2373905,57686.5,58050.2,,,58857.17147142096,55423.13504998899,,,18.349130151643223,5898.090395119783,64.55662384923399,88.6988765177087,86.12849733872588,92.30038022813689,90.52432113313813,90.94789374819264,79.68500785720235,94.63220821930172,81.20345468755264,84.67346705285428,75.15602120411525,124.83908442965269,146.22492675231027,183.06893023533004,1804.67962910793,1461.692941105795,1848.292351160897,1084.2843301290131,3165.601269625731,2909.6372445314964
20211124,0,63380,64450,62080,62650,5067914,58168.5,58048.6,,,59218.39323604753,55706.541518616876,,,19.37674145392534,6019.791767245522,62.04898934872203,77.62876581660169,83.25586242376595,86.6346578485335,89.05302716513769,89.04622097178417,83.25689796595607,90.48156911082556,84.30221008897745,87.83838428138988,78.2035925118081,104.92044390961354,128.35229320018533,163.78045644973446,1688.206191871359,1577.843771406327,1918.7438679453844,1226.9270868277429,3224.850401235177,2898.9974341895377
20211127,0,61210,62650,60080,60970,4094286,58497.0,58018.0,,,59385.212927852524,55912.951655141704,,,19.263957368643222,2015.53580049616,56.66730489621855,61.09552076887229,75.80772103439422,80.24366555721913,86.39290121129649,87.58239387377925,86.58790923045322,79.00487247488613,86.17918451935402,88.0797126975369,81.26738608879364,46.32606488323237,72.29351632871989,104.7903506362722,1307.9895489970804,1605.697595206395,1818.057804252945,1355.8132684369743,3196.5634803090943,2899.704487823846
20211128,0,60080,61600,60080,61000,1520372,58807.5,58012.0,,,59539.00217281895,56112.443747096935,,,19.159229289452686,781.887828996696,56.73946083841361,40.51886172997069,59.74771610514822,71.24974599873299,79.37602313482853,82.03577007956703,87.12477083338419,61.81845257791965,82.8802692341699,86.2187590021889,83.83375817421671,28.75684637475186,56.5213939826945,88.24382442387564,1026.1022350333515,1505.7837079327044,1720.8472665537047,1475.2890588197276,3163.139471126051,2904.02104997527
20211129,0,61800,61800,60010,60130,1256054,59167.5,57932.6,,,59595.287680169524,56269.99497270097,,,19.137629505340687,1003.0467105685821,53.93462931136059,19.15653999864526,40.25697416582941,60.607427608234445,70.70027972139552,77.41864587855174,85.40618491037496,41.81845257791966,73.55111099217054,79.38837846285772,84.55553077052028,10.280442050248892,43.5539250270449,76.1324485886018,687.3507270950067,1302.8656664209454,1555.6726599055473,1567.1510958820274,3087.23085176287,2905.8847974665473
20211130,0,60000,60010,57800,57800,4951369,59272.5,57819.6,,,59424.307901105756,56329.99516984996,,,17.98898558441445,-2253.102819512642,47.204460387765344,7.918444760550024,22.531282163055323,46.45734478260246,59.4381727965233,68.32797427652733,80.8822010160419,21.81845257791965,58.98835986389413,68.96661868442777,83.0640317858705,-88.13303099017395,-23.560518547041983,21.849191006630345,119.0395701084708,965.7376546210537,1222.6649463218782,1590.4183014146142,2912.2348261628285,2899.8423429220293
20211201,0,57050,60440,55500,58110,2185308,59316.5,57757.6,,,59299.13572004807,56399.79928083623,,,17.44026041587146,-3574.0881310108525,48.13182326075785,13.068733068733069,13.38123927597612,34.975483528094294,47.34675197297707,59.248304989539974,74.92261781959307,7.255262488065268,42.34309853934207,57.148240007619954,79.62337840521622,-93.30643279669516,-43.542631943335095,5.935460854153686,-189.47907988772204,590.2006002692375,972.5573080859831,1571.732411842668,2761.6240508167903,2891.4679599474666
20211204,0,57900,58000,55000,55150,1906015,59207.0,57684.6,,,58903.97993718635,56350.78754433285,,,17.119491126283474,-5197.789826580731,40.768240953112034,12.903126285479226,11.296768038254106,18.47929149396342,33.304039934886724,47.27942091823567,66.86202322848435,4.09975090470297,27.36207422530544,44.64824000761995,74.62022502456192,-144.75853945818596,-99.67493409096743,-49.68470529138978,-793.4913521348644,169.9044200428485,529.3953999742662,1471.3747215872386,2494.852023885338,2876.381904801088
20211205,0,55200,58350,55200,56700,1196936,59258.5,57664.6,,,58694.07708602575,56364.48215043745,,,16.64633471779686,-3962.391279926349,45.47255843822594,21.23645961881256,15.73610632434162,16.24624358330131,23.23367286845301,38.189595231805775,58.0927882589321,6.037711558167839,16.205926021355076,34.67584238433536,68.37052194099705,-117.1983331855656,-79.22757624977429,-33.56630494758151,-909.4788105663902,-217.2117890770998,299.80250444543344,1320.6704565162265,2316.6610837448534,2855.9866651572174
20211206,0,57300,58600,55600,57300,783719,59388.5,57611.0,,,58561.30783973758,56401.1691249301,,,16.077228190812566,-2896.3353827940155,47.220050452143205,23.16176470588235,19.10045020339138,14.638447971781305,16.454661016348677,31.63162784766311,48.93538465275437,12.495751190447725,10.341385743860691,27.235438841126218,60.79515376096409,-97.95941750020005,-72.44829167003755,-22.530734928182945,-857.6556703993047,-526.2130685759621,164.36872584654338,1133.5678314812985,2177.276467050695,2826.58556957097
20211207,0,59800,59800,57720,58700,2289719,59523.5,57622.6,,,58574.51661690543,56491.319355325,,,14.940772311675737,380.28395760513376,51.15367949784911,45.09803921568628,29.83208784679373,27.160493827160494,19.34839512741437,30.19214448787368,41.30821869502365,22.669864520368584,10.511668132350477,25.374118214683556,52.95695445060743,-39.20736720934035,-28.089692334434208,18.191789111400926,-590.920863341933,-668.2051552660429,168.06740385771263,939.048224360446,2106.4785340314847,2789.4413811761215
20211208,0,57800,60890,57800,60000,2595731,59600.5,57651.2,,,58710.27693910491,56628.91467472402,,,14.370813779157512,1141.6719636615308,54.5416389577893,65.06125370351876,44.4403525416958,38.80070546737213,26.866549088771308,32.74771503211279,36.008100703538204,34.55162531308971,15.970940697355365,25.262047808636655,45.3373655514134,-10.399257195914338,-3.195005508630188,37.23980030308797,-217.7803339867387,-673.8654060858462,272.75363416437904,767.347761017272,2092.386541904947,2754.101248127337
20211211,0,60600,61000,60030,60980,2099321,59659.5,57699.6,,,58926.441040142534,56799.545471793674,,,13.892569613829414,2851.4331117098773,56.96488084139595,84.1865072532145,64.78193339080651,51.78130511463845,39.247501469723694,42.96753906496798,35.14572433288467,49.76094712464071,25.103179941342912,28.2286043697228,38.94239378977153,28.65139338690995,35.92063204873039,65.20725651160427,159.5620445567256,-483.2547267475282,429.8410951264159,623.9026308586843,2115.013369880755,2723.446872485525
20211212,0,60970,61690,60290,60360,2048275,59804.5,57734.8,,,59062.97046489087,56939.171139566475,,,13.773527948592129,3438.3712386084517,54.96848322008203,87.56857847250681,78.93877980974669,57.63668430335097,49.406231628453845,48.947903889525435,37.2973860644286,60.19510981196303,35.93465959210195,35.802368325921925,34.796862494958305,41.4070000872826,36.148266695764804,63.66561710667454,295.5038255197942,-242.2581995302913,498.5581532006472,506.44546344702877,2102.4557968514055,2692.6190040528136
20211213,0,60710,60980,57680,57680,4085198,59830.0,57709.4,,,58931.25899204412,56968.22325174034,,,13.256798065753332,572.8896330929565,47.25858946443733,59.272030651341,77.0090387923541,49.45326278659612,52.95708406819518,48.123166566204546,40.595693808136886,62.30993373663024,45.89749610133846,38.63238217025561,32.48238026528776,-23.287537756991092,-41.778807934333905,-4.1446620763420015,-16.185036156683054,-73.964072681767,332.92555592888675,407.5855311811408,1971.723829794173,2648.74612428845
20211214,0,58590,59900,56620,57610,1461725,59789.0,57680.6,,,58805.42480232563,56993.39096735837,,,13.231923112588817,-1157.523171634617,47.07287177855567,32.562515586388265,59.80104157007869,39.732337379396206,48.940761489781096,45.77777777777778,43.712820466117705,60.50958239219385,53.46543967570351,42.04687138122087,32.15720918698787,-44.919122034608726,-70.88833817086596,-34.360592658634324,-216.3543377481401,0.9492324369915878,193.7783579988245,321.05453672701213,1847.0781749433736,2595.758212158742
20211215,0,57100,60000,57100,59000,1230651,59675.0,57710.6,,,58823.95577353271,57072.08151765804,,,13.153370080882526,-623.5912899725372,51.1759321978434,22.156476002629848,37.997007413453034,40.43365494345886,43.206418369817065,43.66137566137566,45.89555259197027,60.891388813005356,58.73339237568664,45.12470162396744,33.46331659194189,-6.022938305477193,-41.488489435509116,-14.368828266387945,-131.5047535082922,18.20434853268089,193.43478858924937,283.7255799064547,1789.9025780831726,2532.0902302727013
20211218,0,57310,59950,56440,57000,2282396,59513.5,57716.0,,,58650.24569986293,57069.254791475374,,,13.372875764387224,-801.6496771193342,45.68774198134837,25.712031558185405,26.81034104906784,40.78431372549019,40.31676868278175,35.23809523809524,44.34966382659574,53.11263847301829,59.40373064536216,44.3859822994247,35.607134524229195,-47.62313860252011,-68.58326189883662,-47.40907654024822,-359.9027732182585,-85.68861502231593,31.417065677596838,253.9049755989173,1649.354211721402,2454.134831273897
20211219,0,57300,57300,55500,56170,752494,59182.0,57641.4,,,58414.03182368551,57033.98989769203,,,13.975832653832649,-3698.556866102299,43.59813741374028,23.27858160929469,23.71569639003665,35.241361118438405,38.81977659579582,26.37037037037037,39.83415712276472,43.1939300062957,56.00349468422869,40.45958937474705,37.49281841923713,-116.8764668231274,-111.10105744463937,-100.83013738530981,-603.6198149501433,-265.5133431163034,-162.08875216689194,217.63192248631336,1484.870701842723,2360.760910841507
20211220,0,57000,57900,55820,57150,909608,58892.5,57568.4,,,58293.647840477366,57038.53931346882,,,14.154265316964466,-2464.4773138019664,46.697987477861055,19.853203568532034,22.947938912004044,26.346024209384797,34.123899684437795,25.248677248677247,35.25925925925926,43.85400609863812,52.31230915663027,36.39584663021108,38.884543271933936,-68.60839551879043,-82.67951008570925,-81.99133083703549,-588.1967868288339,-379.9156932507336,-233.67207096623315,172.9942030614305,1376.1924830540083,2258.0576931647756
20211221,0,56700,59180,56010,59180,1702531,58682.0,57590.6,,,58378.06233186047,57122.51816392103,,,13.558678626380715,-1305.2662689731224,52.51927713693363,43.55690727223574,28.89623081668749,37.369207772795214,32.98553103353947,28.571428571428573,31.817989417989416,50.153204885512636,50.24103365529403,34.14168573904168,39.6236784430988,-2.9181936284488366,-32.012064885907215,-42.68410998952172,-264.746084435028,-389.59404258811117,-125.1556162253546,128.78206412923788,1361.623184509568,2156.1165656203575
20211222,0,61820,61820,61820,61820,3403543,58640.5,57677.2,,,58705.86591930233,57306.73313788491,,,13.451469012836197,6124.057483737313,58.81829070227662,72.81481481481481,45.40830855186086,64.87294469357249,42.86272555858417,34.539682539682545,29.993650793650794,56.60346687031055,49.38344926675506,37.40300901317702,39.82375852900568,168.65375062096345,143.24413455196452,93.08207917035548,321.2337776197455,-299.04633636250367,171.88896359983482,100.12071618183998,1456.1920298449113,2061.28615221585
20211225,0,62300,63940,59610,60190,3368739,58601.5,57738.6,,,58847.21202222592,57419.80242659531,,,12.687160756389066,5624.906414631972,54.05043830156958,79.11549938564157,65.16240715756403,72.68334525842018,58.30849924159596,41.91761656191186,31.329555058414122,62.67973013111829,51.29686759837506,43.138256198680054,40.386992782558735,114.39860913545097,116.1348039504197,68.37201632518433,434.02823285247723,-140.26013514835648,272.62885988908965,75.01746136944469,1466.625605285648,1971.2525274115599
20211226,0,59300,61400,59300,61320,3630770,58617.5,57869.0,,,59082.715639156784,57572.75135104256,,,12.113404577304127,2101.348355398819,56.67253785681416,74.43423684231006,75.45485034758882,74.84202211690364,70.79943735629877,53.580128546571494,36.771506693654345,74.0825959515837,57.47460078743266,50.74075986752929,41.47372884334729,72.11832709962596,90.50221799746495,44.15563184567628,646.7991959397623,109.82366702962463,438.5916976098597,86.75814377844169,1519.1932140183635,1893.8613267368673
20211227,0,60300,62400,59810,61000,1773189,58661.0,58007.0,54522.8,,59265.31414971328,57707.15325884482,54522.8,,11.391612442565124,3125.4414474846853,55.703136393438136,62.076103172700975,71.87527980021754,63.23064770932069,70.25200502821484,62.45268278825326,44.21230780156955,80.16160660415338,64.73612088853572,55.48907411626412,42.769275404884375,77.19852553975763,106.34509675864405,54.841997961263715,704.9528796283121,368.45360032105384,538.0943004097717,125.01547071299137,1547.6196534050832,1826.4166379917724
20211228,0,60000,61100,59710,60000,994023,58771.0,58088.0,54912.8,,59335.28423069297,57797.068817321495,54631.2594059406,,10.671760049880266,1594.6640978440118,52.67107561812052,48.5819320118359,61.69742400894898,62.48025276461296,66.85097419694577,64.79180426831434,51.456382940946696,76.55674539624752,70.01682899068268,61.04401824010052,44.85152989746885,38.29613777641888,61.593562079943396,22.37291892214461,568.9264459834085,535.1881064047411,530.1479715446403,162.4280465969237,1525.8488872065936,1772.583130398509
20211229,0,60760,60760,59370,60000,2189404,58865.5,58223.8,55248.2,,59398.59049443649,57883.45827546575,54737.57110087247,,9.991704606269904,802.5692267234263,52.67107561812052,31.032670928092074,47.23023537087632,57.26698262243286,60.992627698788844,61.54362416107383,56.85717126522495,67.62484496070064,72.2211046087607,67.68767197324911,48.25504022228161,31.413282971356395,46.30938145450591,14.21953416548716,462.42346840557,563.426044561906,517.8806429859833,216.47955518674442,1501.9692613200605,1727.3224735971316
20220101,0,60000,60900,58900,60000,1739409,59108.0,58364.0,55582.3,,59455.86759020445,57966.459911722,54841.77761372648,,9.606991691237896,376.4879086200672,52.67107561812052,20.53366174055829,33.382754893495424,53.317535545023695,57.68825697735651,61.118568232662184,60.697361599375014,65.1861097927821,72.72238054109346,72.67292648172987,52.78967520372146,30.448087431693764,35.35881646721739,10.942505186947342,378.34313648421085,552.2890252882528,502.3677144230969,290.30805147452094,1476.2947871991637,1688.3790469387131
20220102,0,59500,61400,59500,60600,1178499,59303.0,58466.8,55909.2,,59564.83258161355,58069.73599361526,54955.80181939526,,8.962099916947526,1222.7039216743433,54.526002057031604,31.69540229885057,27.753911655833644,55.68720379146919,55.42390731964192,59.33684517684641,61.84870492543,62.415434216129405,70.38894819400261,75.2537452669452,57.9286826447094,49.61360830399157,55.84129316678911,35.2178804602999,397.1370909615798,502.3566042926162,532.3519702279664,375.421833829432,1474.4673628273886,1653.2673152051523
20220103,0,60100,60950,58860,59700,613009,59423.0,58522.0,56213.2,,59577.70566907892,58133.66791543427,55049.746337823075,,8.72115353072067,172.3176471494371,51.27947118428546,37.69028871391076,29.973117584439876,54.502369668246445,54.502369668246445,55.86663301997119,60.53149497177359,55.90738883863298,65.53810464089852,70.67499811100329,62.08768128193768,15.1815505397447,18.324700521527767,13.942151599135947,263.8624879492927,414.1385259568124,477.9823476223537,442.43716314584407,1430.360616986327,1616.488097154118
20220104,0,59400,60540,57650,59700,803998,59473.0,58634.0,56502.6,,59589.35274821425,58195.09270306431,55141.83056875727,,9.124972591484157,-1413.7277310147765,51.27947118428546,45.4363204599425,38.274003824234605,53.317535545023695,54.502369668246445,54.63355732842035,58.49984558379479,53.643194198542616,60.955394401357545,67.68445583236695,65.15595623614854,-13.362623140650742,-12.32671275467391,-3.9524499155202637,171.49589476016263,334.6524157121632,429.9379726735424,471.1092752651449,1386.9955940885848,1576.042665165664
20220105,0,58550,59700,58500,58980,613206,59422.0,58753.4,56769.5,,59531.31915314623,58225.87338137551,55217.833923831386,,9.499947433621681,-1168.9094837269513,48.59495269798263,41.06806649168854,41.39822522184727,46.91943127962085,51.57977883096367,51.69432049942876,56.529984851465784,42.63341806883064,55.957109022983545,60.685448606475106,66.39904232851677,-32.566642416102546,-23.47727405254379,-9.316264373432237,5.087944041923038,243.1853108394338,329.9608928968519,477.47950115489624,1313.9879305146897,1532.238894813624
20220108,0,59000,60300,58410,58410,1193943,59293.5,58833.6,57014.6,,59424.52685284659,58233.09403308628,55281.045133260464,,9.433134756958852,-294.77955748024397,46.518712523880566,36.8,41.10146231721034,40.96393746254835,47.06696809573097,47.40437276996324,53.78714575892599,31.56531850437751,49.232950765302625,52.62602300781299,66.04116093996038,-55.65553602811963,-20.768662232076732,-7.025309272500242,-178.43071737912396,131.83054006676684,202.40094842341932,451.2360845786251,1221.2981636511176,1490.5485800278989
20220109,0,58700,58800,56500,58000,2309380,59175.5,58897.8,57238.7,,59288.85762876597,58223.953090612304,55334.885823690944,,10.33977564584276,-3275.5253349830746,45.02843562357346,29.813732833957555,35.8939331085487,32.74111892196118,40.20816255471013,40.97156398104265,50.114089519765244,17.666133283466692,40.283090578770086,45.40647177632706,64.0864676319887,-158.17299227847687,-82.84001844167913,-67.62118337070957,-342.0776236622478,-16.012402857998676,67.44770476561098,398.9420183959406,1118.2262472846487,1450.0568062690809
20220110,0,57900,58990,57000,57900,935876,59186.5,58997.2,57444.1,,59156.585473645406,58211.249047843194,55385.68016381587,,11.045219049615019,-2189.0217156997824,44.65269531404834,29.542665727246884,32.05213285373481,25.26944452626905,32.991500303592865,36.70616113744076,46.281995143259145,8.862228359103923,30.874058482864278,37.87521613586583,60.35991065231578,-140.74625015495232,-67.41583054626547,-53.58653481520408,-442.59296940040076,-157.30349432793736,-47.030736331144,334.81105085418676,1019.3762375586011,1407.249787351049
20220111,0,57500,58800,57000,57690,875771,59190.5,59037.0,57628.8,,59016.910666631564,58190.807908712086,55431.31025958189,,11.700273638832117,-1979.1614705998218,43.825642582283024,33.22570666291939,30.860701741374612,19.968801836861065,25.993121761697097,31.943127962085306,41.743909269992145,0.05832343474115496,20.157084330103984,29.655931050810874,54.982786223450915,-123.94796701734455,-73.3519034354689,-58.26961079130521,-516.067957835985,-294.8162648471669,-152.93799660544755,260.2756464551389,919.9131686084947,1366.7252849558874
20220112,0,60490,60720,58510,59950,13754420,59238.0,59091.4,57816.5,,59105.77631742856,58259.79583386063,55520.789264342646,,10.978365510332338,1147.8615966287034,53.75317420752965,49.240936440862846,37.33643627700971,31.095468076058562,25.44457147972956,34.24170616113744,38.25338640233388,19.49551430566776,15.529503577471411,29.158630083275497,49.220896825492204,17.435695538057782,24.655843665791874,36.843381003496745,-217.1315034971267,-339.26015435497686,-53.885986887537,198.46967964284624,924.6000874364909,1335.5991397110968
20220115,0,59800,60000,57850,58760,1931433,59326.0,59119.8,57971.8,,59072.845239578215,58279.41168351316,55584.932051187345,,10.689245893162742,-151.83291717540123,48.85703785145208,55.541282115240705,46.00264173967432,37.59142822428771,29.551899379069113,35.07109004739336,35.78672985781991,30.682547494199106,15.352949375435728,27.278708862080954,43.79636066937691,-40.546258895941044,-24.97558253104588,-13.503935539224964,-195.246674167327,-342.62334571261744,-70.59582557706017,131.4754801089544,875.6637519161086,1307.7919879812134
20220116,0,58000,59500,57300,58080,606025,59421.5,59168.0,58098.7,,58978.28855009458,58271.59161749304,55634.339337302445,,10.72932811319593,-938.7139290074847,46.26382841978711,54.78010497885135,53.187441178318295,43.00818632537761,37.23169420857463,35.260663507109,34.644549763033176,37.60746944134938,19.341216607012264,23.25234454077492,38.242346757927905,-76.18753219989671,-68.28872668288713,-50.69318476289198,-271.0214042034713,-328.4121018208622,-137.12808294830756,63.129876712214255,800.9581092194567,1276.643928242874
20220117,0,58800,59900,56300,56540,1262508,59391.0,59204.8,58187.6,,58746.07059294272,58203.68606386586,55652.273211811305,,11.294665344808259,-873.1833677207032,40.96132510112904,29.338874895859348,46.55342066331713,25.08528835262919,35.2283009674315,31.34685873041813,33.57268928162865,37.60746944134938,25.090264823461357,19.23435888685227,33.06096054297505,-117.09438144769393,-116.89883654197304,-94.14639899360478,-526.3519979315824,-345.1639075270985,-310.54078507168015,-19.145540815032696,667.3176931288472,1232.8175762030926
20220118,0,56600,57900,54700,55480,2366757,59206.0,59194.4,58242.1,,58435.016250757704,58096.87484567505,55648.86186108237,,12.549085823973732,-3599.871458046313,37.75380125737212,15.806310983046345,33.308430285919016,16.197523785633656,28.09699948788015,27.84559695901418,32.75318308101443,37.60746944134938,32.600094024783004,16.940037617317575,28.600212369163124,-185.62300319488838,-188.98071625344377,-167.87586879648865,-812.6216676454642,-404.4746494889943,-527.424915965239,-114.41063068859836,502.19355815013114,1179.2380180288974
20220119,0,55490,58070,55000,58070,2296676,59018.5,59186.6,58297.5,,58400.25279830459,58095.82093015838,55696.80519056589,,13.583575741298468,-3121.3183926111233,48.388414064560216,27.32386018166675,24.15634868685748,22.21539362013462,21.166068586132486,24.594945556704015,30.823830960127736,32.0917989302023,35.11935094968991,22.303079561525198,25.71228834231289,-97.33944216702825,-118.62745098039258,-103.28638497652616,-584.7205810357773,-477.99246499672444,-484.7281533779678,-190.75830866653027,463.96006036701147,1120.6139539371554
20220122,0,58900,58900,56000,57000,1318326,58859.0,59130.6,58321.6,,58266.89538894225,58052.847560348244,55722.61102837646,,13.915428382248802,-978.2729079523997,44.97017727589891,40.257495174125275,27.795888779612785,32.91343283582089,23.775450080529723,21.848182051646667,28.1792493609784,30.852380093917162,35.15331746963352,26.45931817648504,24.285301097390292,-71.03709577936354,-93.28029577151278,-84.396970697872,-574.1803002120723,-553.7791902056736,-531.108431654291,-257.2645460465194,383.4893183737513,1055.9400464354148
20220123,0,55300,57990,54310,54700,2889843,58528.0,59075.4,58321.0,,57927.19106618584,57921.36334229537,55702.361305042265,,14.993984366477855,-2652.8053496734938,38.64987823187508,38.2641396923977,35.28183168272991,31.060916944140455,28.729914466698656,16.698591251466233,24.466834909849847,27.10165781642696,33.052155144649035,27.1690735494764,23.974443909723483,-164.36487638533586,-160.32035467839407,-157.56272401433745,-872.8625650052272,-674.1474223660247,-744.8695222507886,-334.80218892647986,213.88468619896594,983.0531463794355
20220124,0,54000,57100,54000,56980,123070,58327.0,59071.6,58313.9,,57836.98239321576,57884.44713279359,55727.661081180035,,16.124259608383678,-3710.9760140058643,46.65388615001948,37.341279982475996,38.62097161633299,29.076493821657625,31.016947867206323,22.020430331926,22.60154923015142,39.64405445075171,33.45947214652951,25.1182284170969,23.469393701451157,-118.11270864319852,-126.39461207851502,-125.8243973232286,-694.3879285518487,-707.754608490078,-721.9772767380709,-398.0287756078825,159.45315994551493,908.4689185252942
20220126,0,55980,56000,53550,55440,4239599,58099.0,59011.8,58308.3,,57608.69835576664,57788.58646091934,55721.964822146765,,17.362484595116378,-4699.408012005035,42.61021046088068,34.3733911734657,36.65960361611314,25.59643803365205,28.57794959981671,25.147405267818137,22.06191089191221,47.752975362713144,35.488573330802254,24.61750881197096,23.13674369518741,-150.60112041291555,-158.78267458012405,-159.01979925408693,-776.7753785374589,-700.5853506684768,-818.6630983250943,-483.0040102120555,45.6976935794155,828.9913022130859
20220212,0,19730,19900,19150,19510,12185344,56074.5,58176.4,57958.9,,53980.250893312674,56287.46542323623,55004.89621180723,,22.118061472134755,-64452.349724575746,13.408889804112818,32.349696570569684,34.68812257550379,23.857026624142986,26.17665282648422,18.023447174629275,20.747611215497262,33.77313156819245,35.82483985840028,22.38753305888443,23.0286422599511,-466.66666666666583,-636.4173913043478,-834.1183643166552,-5928.368699812832,-1769.3149744238879,-3751.2954303568185,-891.970632965362,-1573.6969877954762,659.6488382895934
